air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,temp_difference_k,power_kw,wear_rate,temp_torque_ratio,rpm_stress,torque_stress,wear_stress,temp_stress,type_H,type_L,type_M
298.1,308.6,1551.0,42.8,0,0,10.5,6.95159056015735,0.0,7.210278689187223,0.5169999982766667,0.6584614371597788,0.0,0.9859424605130206,0,0,1
298.2,308.7,1408.0,46.3,3,0,10.5,6.826722724152667,0.002130681803049135,6.667385169031281,0.46933333176888886,0.7123075827219103,0.016666665740740792,0.9862619493207045,0,1,0
298.1,308.5,1498.0,49.4,5,0,10.399999999999977,7.749387542560966,0.0033377836893338873,6.244938007097569,0.4993333316688889,0.759999883076941,0.027777776234567987,0.9856229717053364,0,1,0
298.2,308.6,1433.0,39.5,7,0,10.400000000000034,5.9275046589156615,0.0048848569093869025,7.812656249960443,0.47766666507444444,0.6076922142011978,0.03888888672839518,0.9859424605130206,0,1,0
298.2,308.7,1408.0,40.0,9,0,10.5,5.897816608339237,0.006392045409147405,7.717498070625481,0.46933333176888886,0.6153845207100737,0.04999999722222238,0.9862619493207045,0,1,0
298.1,308.6,1425.0,41.9,11,0,10.5,6.252554778807085,0.007719298191443522,7.365153373471749,0.4749999984166666,0.6446152854438022,0.06111110771604957,0.9859424605130206,0,0,1
298.1,308.6,1558.0,42.4,14,0,10.5,6.917703247400628,0.008985879274801802,7.2783001702122245,0.5193333316022222,0.6523075919526781,0.07777777345679036,0.9859424605130206,0,1,0
298.1,308.6,1527.0,40.2,16,0,10.5,6.428264055922362,0.010478061489993048,7.676615005817162,0.5089999983033333,0.6184614433136241,0.08888888395061756,0.9859424605130206,0,1,0
298.3,308.7,1667.0,28.6,18,0,10.399999999999977,4.992639989035923,0.01079784036713953,10.793702519684432,0.5556666648144444,0.43999993230770273,0.09999999444444475,0.9862619493207045,0,0,1
298.5,309.0,1741.0,28.0,21,0,10.5,5.104878622573175,0.012062033244905035,11.035710344389162,0.5803333313988889,0.4307691644970516,0.11666666018518554,0.9872204157437567,0,0,1
298.4,308.9,1782.0,23.9,24,0,10.5,4.459993426595286,0.01346801339243539,12.924680784652391,0.5939999980199999,0.367692251124269,0.13333332592592634,0.9869009269360727,1,0,0
298.6,309.1,1423.0,44.3,29,0,10.5,6.60141817101272,0.020379479828675474,6.977425061529332,0.4743333317522222,0.6815383566864066,0.16111110216049432,0.9875399045514409,1,0,0
298.6,309.1,1339.0,51.1,34,0,10.5,7.16522933257697,0.02539208345487615,6.048922495318494,0.4463333318455555,0.7861537252071192,0.1888888783950623,0.9875399045514409,0,0,1
298.6,309.2,1742.0,30.0,37,0,10.599999999999966,5.472654402553419,0.021239953953846417,10.306663231112257,0.5806666647311111,0.4615383905325553,0.2055555441358031,0.9878593933591249,0,0,1
298.6,309.2,2035.0,19.6,40,0,10.599999999999966,4.17685215270275,0.01965601955942988,15.775502155356042,0.6783333310722222,0.3015384151479361,0.2222222098765439,0.9878593933591249,0,1,0
298.6,309.2,1542.0,48.4,42,0,10.599999999999966,7.815528539894544,0.027237353908966578,6.388428432142885,0.5139999982866666,0.7446152700591891,0.23333332037037108,0.9878593933591249,0,1,0
298.6,309.2,1311.0,46.6,44,0,10.599999999999966,6.397602111623327,0.033562166029274094,6.635191709186327,0.4369999985433333,0.7169229666272359,0.2444444308641983,0.9878593933591249,0,0,1
298.7,309.2,1410.0,45.6,47,0,10.5,6.733061375173645,0.033333333096926716,6.780700267390292,0.4699999984333333,0.701538353609484,0.2611110966049391,0.9878593933591249,0,0,1
298.8,309.2,1306.0,54.5,50,0,10.399999999999977,7.453638010152024,0.03828483891052956,5.673393454423219,0.4353333318822222,0.8384614094674754,0.27777776234567986,0.9878593933591249,1,0,0
298.9,309.3,1632.0,32.5,55,0,10.400000000000034,5.554335811546754,0.03370098018565576,9.516920148639954,0.5439999981866667,0.49999992307693486,0.30555553858024787,0.988178882166809,0,0,1
298.9,309.3,1375.0,42.7,58,0,10.400000000000034,6.148358622463024,0.04218181787504133,7.243558022585942,0.4583333318055555,0.6569229758580037,0.32222220432098864,0.988178882166809,1,0,0
298.8,309.3,1450.0,44.8,63,0,10.5,6.802595292573098,0.043448275562425684,6.9040163160677865,0.4833333317222222,0.6892306631952825,0.34999998055555664,0.988178882166809,0,1,0
298.9,309.3,1581.0,30.7,65,0,10.400000000000034,5.082751338316391,0.04111321922129526,10.074915285043883,0.5269999982433333,0.4723076196449816,0.3611110910493838,0.988178882166809,0,0,1
299.0,309.4,1758.0,25.7,68,0,10.399999999999977,4.731301368159301,0.038680318323775206,12.038905821437423,0.5859999980466666,0.39538455455622235,0.3777777567901246,0.988498370974493,0,1,0
299.0,309.4,1561.0,37.3,70,0,10.399999999999977,6.097339157768726,0.04484304904008297,8.294903942385002,0.5203333315988888,0.5738460655621437,0.38888886728395183,0.988498370974493,0,0,1
299.0,309.5,1861.0,23.3,73,0,10.5,4.540784717670103,0.03922622225026211,13.283256101606824,0.6203333312655556,0.35846148331361793,0.4055555330246926,0.9888178597821771,0,1,0
299.1,309.5,1512.0,39.0,75,0,10.399999999999977,6.1751145198960975,0.04960317427511128,7.935895401052461,0.50399999832,0.5999999076923218,0.4166666435185198,0.9888178597821771,0,1,0
299.1,309.4,1811.0,24.6,77,0,10.299999999999955,4.665327922433915,0.042517945651474626,12.577230659662332,0.6036666646544444,0.37846148023669535,0.42777775401234697,0.988498370974493,1,0,0
299.1,309.4,1439.0,44.2,82,0,10.299999999999955,6.660574360679816,0.05698401628225145,6.99999841628995,0.4796666650677778,0.6799998953846315,0.455555530246915,0.988498370974493,0,1,0
299.0,309.4,1693.0,30.1,84,0,10.399999999999977,5.336445417069278,0.04961606586168892,10.279066352469648,0.5643333314522222,0.4630768518343305,0.46666664074074216,0.988498370974493,0,1,0
299.1,309.5,1339.0,48.2,86,0,10.399999999999977,6.758592051471818,0.06422703462115732,6.421160493535167,0.4463333318455555,0.7415383474556388,0.4777777512345694,0.9888178597821771,0,0,1
299.0,309.4,1798.0,25.5,89,0,10.399999999999977,4.80129605248128,0.04949944355117106,12.133328575165264,0.5993333313355556,0.392307631952672,0.49444441697531016,0.988498370974493,0,1,0
299.0,309.4,1419.0,48.3,91,0,10.399999999999977,7.177251160464706,0.06412966832889593,6.405795775197562,0.4729999984233333,0.743076808757414,0.5055555274691373,0.988498370974493,0,1,0
298.9,309.3,1665.0,32.5,93,0,10.400000000000034,5.66664774891259,0.05585585552038525,9.516920148639954,0.55499999815,0.49999992307693486,0.5166666379629645,0.988178882166809,0,1,0
298.8,309.1,1559.0,34.7,95,0,10.300000000000011,5.665056008634772,0.060936497364102005,8.907778412743973,0.5196666649344445,0.533846071715989,0.5277777484567917,0.9875399045514409,0,0,1
298.8,309.2,1452.0,48.6,98,0,10.399999999999977,7.389779903480055,0.06749311248282981,6.362138608613455,0.48399999838666663,0.7476921926627396,0.5444444141975325,0.9878593933591249,0,0,1
298.9,309.2,1581.0,36.7,101,0,10.300000000000011,6.076122935381484,0.0638836175592434,8.425065824232744,0.5269999982433333,0.5646152977514927,0.5611110799382734,0.9878593933591249,0,0,1
298.8,309.1,1439.0,39.2,104,0,10.300000000000011,5.907115722593864,0.07227241089456282,7.885202070101512,0.4796666650677778,0.6030768302958722,0.5777777456790141,0.9875399045514409,0,1,0
298.9,309.2,1379.0,50.7,106,0,10.300000000000011,7.32151309511755,0.07686729458399351,6.0986181265053,0.45966666513444443,0.7799998800000185,0.5888888561728414,0.9878593933591249,1,0,0
298.8,309.1,1350.0,52.5,111,0,10.300000000000011,7.4220126441058865,0.08222222161316874,5.887617926168014,0.4499999985,0.8076921834319717,0.6166666324074093,0.9875399045514409,0,1,0
298.8,309.1,1362.0,45.4,113,0,10.300000000000011,6.475325113873137,0.08296622552888235,6.8083685444122155,0.45399999848666667,0.6984614310059336,0.6277777429012364,0.9875399045514409,0,1,0
298.8,309.1,1368.0,50.8,115,0,10.300000000000011,7.277436550187684,0.08406432687087481,6.084644471526679,0.45599999848,0.7815383413017936,0.6388888533950637,0.9875399045514409,0,1,0
298.8,309.1,1368.0,49.1,117,0,10.300000000000011,7.033900287681404,0.08552631516428133,6.295314400139633,0.45599999848,0.7553844991716155,0.6499999638888909,0.9875399045514409,0,0,1
298.8,309.2,1372.0,48.5,120,0,10.399999999999977,6.968261945172401,0.08746355621382247,6.375256417472903,0.45733333180888885,0.7461537313609644,0.6666666296296316,0.9878593933591249,1,0,0
298.8,309.1,1472.0,47.5,125,0,10.300000000000011,7.3220052779666105,0.08491847768397773,6.507367051080621,0.49066666503111106,0.7307691183432126,0.6944444058641996,0.9875399045514409,0,0,1
298.8,309.1,1489.0,49.1,128,0,10.300000000000011,7.656050824822814,0.08596373347237252,6.295314400139633,0.4963333316788889,0.7553844991716155,0.7111110716049405,0.9875399045514409,0,1,0
298.7,309.0,1843.0,25.8,130,0,10.300000000000011,4.97936152408675,0.07053716727869144,11.976739543899402,0.6143333312855556,0.39692301585799755,0.7222221820987677,0.9872204157437567,0,0,1
298.8,309.1,1418.0,46.3,133,0,10.300000000000011,6.87520797077307,0.09379407550215743,6.676024476020632,0.4726666650911111,0.7123075827219103,0.7388888478395085,0.9875399045514409,0,1,0
298.8,309.2,1425.0,53.9,135,0,10.399999999999977,8.043262591353267,0.09473684144044323,5.736548100825955,0.4749999984166666,0.8292306416568243,0.7499999583333357,0.9878593933591249,1,0,0
298.9,309.2,1412.0,44.1,140,0,10.300000000000011,6.5208153754971185,0.09915014094086302,7.011336278608552,0.47066666509777777,0.6784614340828563,0.7777777345679037,0.9878593933591249,0,0,1
298.9,309.1,2861.0,4.6,143,1,10.200000000000045,1.3781748092277941,0.049982523418446265,67.1955060967259,0.9536666634877777,0.07076921988165848,0.7944444003086444,0.9875399045514409,0,1,0
298.9,309.1,1383.0,54.9,145,0,10.200000000000045,7.951025431043872,0.10484454009512263,5.630235768627365,0.4609999984633333,0.8446152546745761,0.8055555108024716,0.9875399045514409,0,1,0
298.8,309.0,1497.0,43.8,147,0,10.199999999999989,6.866327735538923,0.09819639212961662,7.0547929098646325,0.49899999833666664,0.6738460501775306,0.8166666212962989,0.9872204157437567,1,0,0
298.7,309.0,1565.0,35.1,152,0,10.300000000000011,5.75241322835559,0.09712460001837317,8.803416295322991,0.5216666649277778,0.5399999169230897,0.8444443975308668,0.9872204157437567,0,1,0
298.7,309.0,1691.0,30.1,154,0,10.300000000000011,5.330141287811076,0.09107037202205576,10.26577732033976,0.5636666647877777,0.4630768518343305,0.8555555080246939,0.9872204157437567,0,1,0
298.8,309.1,1512.0,40.7,156,0,10.300000000000011,6.4442861784556715,0.10317460249223147,7.594592728601294,0.50399999832,0.6261537498225,0.8666666185185212,0.9875399045514409,0,1,0
298.8,309.1,1477.0,42.4,158,0,10.300000000000011,6.558053720417668,0.10697359440099123,7.290092620261174,0.4923333316922222,0.6523075919526781,0.8777777290123484,0.9875399045514409,0,1,0
298.8,309.1,1513.0,40.3,160,0,10.300000000000011,6.385171876690622,0.1057501645356896,7.669973282885042,0.5043333316522222,0.6199999046153992,0.8888888395061756,0.9875399045514409,0,1,0
298.8,309.0,1661.0,29.5,162,0,10.199999999999989,5.131215640985769,0.09753160687819623,10.474572720483824,0.553666664821111,0.4538460840236794,0.8999999500000028,0.9872204157437567,0,0,1
298.8,309.1,1378.0,54.4,165,0,10.300000000000011,7.8501279469860785,0.11973875094529209,5.681984249635248,0.4593333318022222,0.8369229481657002,0.9166666157407436,0.9875399045514409,0,1,0
298.8,309.1,1393.0,52.6,167,0,10.300000000000011,7.6730049531766875,0.11988513912501696,5.876424738322293,0.4643333317855555,0.809230644733747,0.9277777262345708,0.9875399045514409,0,1,0
298.8,309.0,1592.0,38.2,169,0,10.199999999999989,6.368469075749038,0.10615577822766471,8.08900311806201,0.5306666648977777,0.5876922172781205,0.938888836728398,0.9872204157437567,0,0,1
298.8,309.0,1829.0,22.9,172,0,10.199999999999989,4.386092695407341,0.09404045875319596,13.493443889325814,0.6096666646344444,0.35230763810651716,0.9555555024691388,0.9872204157437567,0,1,0
298.9,309.0,1812.0,25.9,174,0,10.100000000000023,4.914581883569729,0.09602648953627765,11.930497324132308,0.6039999979866666,0.3984614771597727,0.966666612962966,0.9872204157437567,0,0,1
299.0,309.1,1523.0,38.6,177,0,10.100000000000023,6.156244020023536,0.1162179900445306,8.007769946173589,0.5076666649744445,0.5938460624852212,0.9833332787037067,0.9875399045514409,0,1,0
299.0,309.1,1394.0,45.1,179,0,10.100000000000023,6.583668172519938,0.12840745962404979,6.853657016927491,0.46466666511777777,0.6938460471006082,0.9944443891975339,0.9875399045514409,0,1,0
298.9,308.9,1679.0,28.7,181,0,10.0,5.046162255877581,0.10780226260987337,10.763062451894616,0.559666664801111,0.4415383936094779,1.0055554996913612,0.9869009269360727,0,0,1
298.8,308.9,1466.0,44.1,184,0,10.099999999999966,6.770195000339076,0.12551159532393183,7.004533559062684,0.4886666650377777,0.6784614340828563,1.022222165432102,0.9869009269360727,1,0,0
298.8,308.9,1527.0,32.4,189,0,10.099999999999966,5.180988940594142,0.12377210135054288,9.533947674707507,0.5089999983033333,0.49846146177515965,1.0499999416666699,0.9869009269360727,0,1,0
298.9,309.0,1410.0,65.7,191,1,10.100000000000023,9.700923955019922,0.13546099194708516,4.703195631172658,0.4699999984333333,1.0107690752662961,1.0611110521604972,0.9872204157437567,0,1,0
298.9,309.0,1924.0,22.6,193,0,10.100000000000023,4.553466280015094,0.10031184979047895,13.672560321875963,0.6413333311955555,0.34769225420119165,1.0722221626543242,0.9872204157437567,0,0,1
298.9,309.1,1452.0,45.5,196,0,10.200000000000045,6.918415341735443,0.13498622496565962,6.793405100350528,0.48399999838666663,0.6999998923077089,1.088888828395065,0.9875399045514409,0,1,0
